"Fahrzeugmodell";"Marke";"Markenindikator";"Modellfamilie";"Markteinführung weltweit";"Modelljahr";"Entwicklungstyp";"Modellstatus";"Fahrzeugsegment";"Karosserieart";"Karosserieart-Spezifikation";"Antriebsart";"Fahrzeugprojekt";"Beschränkung";"UUID";"Schwestermodell";"Schwestermodell";"Modellausführung";"Basisfahrzeug"
"Riich M5 (2011)";"Riich";"Economy";;"15.09.2010";"2011";;"ausgelaufen";"A00 (Kleinstwagen)";"Sedan";;"ICE";;"Keine";"160a9bda-91ff-42e9-b328-b434f486e950";;;;
"Riich X1 (2010)";"Riich";"Economy";;"14.11.2009";"2010";;"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";;"ICE";;"Keine";"6c8e66df-9236-4154-bc3f-9db5725d23fb";;"Chery Indis (2010)";;
"Rimac Nevera (2022)";"Rimac";"Luxury";;"01.11.2021";"2022";"Neuentwicklung";"aktuell";"E (Luxusklasse)";"Coupe";"Coupe Sport";"BEV";;"Keine";"2b6d7cf7-0697-4058-ab9e-90b80ba088eb";;;;
"Rivian R1S (2023)";"Rivian";"Volume";;"01.06.2022";"2023";"Neuentwicklung";"aktuell";"C (obere Mittelklasse)";"SUV / CUV";"SUV Robust";"BEV";;"Keine";"5f2df9a2-bae0-4538-a90b-e0053bf369a7";;;;
"Rivian R1T (2022)";"Rivian";"Volume";;"01.12.2021";"2022";"Neuentwicklung";"aktuell";"C (obere Mittelklasse)";"Pickup";"Pickup standard";"BEV";;"Keine";"286b72c5-9d3b-4136-8226-fc6c6983d17f";;;;
"Roewe 350 (2010)";"Roewe";"Volume";"Roewe 350";"01.01.2010";"2010";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"4abd7484-8a73-4440-938b-48406bd73579";"MG 5 (2013)";;;
"Roewe 350 (2015)";"Roewe";"Volume";"Roewe 350";"01.04.2014";"2015";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"75523afb-4aa0-4595-804f-34dfec8dd098";"MG 5 (2013)";;;
"Roewe 360 (2016)";"Roewe";"Volume";;"05.09.2015";"2016";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"59d65e3e-ce73-403a-a0b1-25705d88705f";;;;
"Roewe 360 Plus (2018)";"Roewe";"Volume";;"01.10.2017";"2018";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"eba08b48-83fc-463d-bde9-d2e228526b6f";;;;
"Roewe 550 (2010)";"Roewe";"Volume";"Roewe 550";"01.01.2009";"2010";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"54b1dc06-4cf8-44af-8e20-43557f685f83";;;;
"Roewe 550 (2014)";"Roewe";"Volume";"Roewe 550";"04.05.2013";"2014";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"2d1c8218-c575-42c0-b6b7-d45b7e87acca";;;;
"Roewe 750 (2007)";"Roewe";"Volume";"Roewe 750";"01.01.2006";"2007";;"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"e9bd1cf0-9616-4a99-80ee-75603a0233df";;"MG 7 (2008)";;
"Roewe 950 (2013)";"Roewe";"Volume";"Roewe 950";"10.04.2012";"2013";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"022d4b89-2db3-41d3-aab7-4656c4f136a6";;;;
"Roewe 950 (2015)";"Roewe";"Volume";"Roewe 950";"01.11.2014";"2015";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"826e3aaa-81c8-45d4-8f54-af8b3a6c46b6";;;"Roewe e950 (2015)";
"Roewe Clever (2020)";"Roewe";"Volume";;"01.03.2020";"2020";"Neuentwicklung";"aktuell";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"BEV";;"Keine";"d5d7f3e9-a14f-42e2-bcde-cbae40c584c8";;;;
"Roewe D7 DMH (2024)";"Roewe";"Volume";;"01.12.2023";"2024";"Neuentwicklung";"geplant";"B (Mittelklasse)";"Sedan";"Sedan Standard";"PHEV";;"Keine";"57af7218-aaaf-4c97-8ab0-71b02d4db782";;;;
"Roewe D7 EV (2024)";"Roewe";"Volume";;"01.12.2023";"2024";"Neuentwicklung";"geplant";"B (Mittelklasse)";"Sedan";"Sedan Standard";"BEV";;"Keine";"e997511d-1235-47dd-ab6c-7b24c805aded";;;;
"Roewe E50 (2013)";"Roewe";"Volume";;"05.11.2012";"2013";;"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"BEV";;"Keine";"b2c6a0d0-9909-4139-bb56-ce103a2e0dd9";;;;
"Roewe e950 (2015)";"Roewe";"Volume";"Roewe 950";"21.04.2016";"2017";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"PHEV";;"Keine";"5c4ae68b-5cc2-481b-98f4-8f2709861d28";;;;"Roewe 950 (2015)"
"Roewe Ei5 (2018)";"Roewe";"Volume";"Roewe Ei5";"01.03.2018";"2018";;"ausgelaufen";"A (Kompaktklasse)";"Estate";"Estate standard";"PHEV";;"Keine";"f689e9a5-7c8b-4ad4-844f-fe0b2d7481ce";;"Buick Excelle GX (2018)";;
"Roewe Ei5 (2021)";"Roewe";"Volume";"Roewe Ei5";"01.03.2021";"2021";"Facelift";"aktuell";"A (Kompaktklasse)";"Estate";"Estate standard";"PHEV";;"Keine";"56b4fbc3-09a3-40ca-b029-0d78a550f344";"MG EP (2022)";;;
"Roewe ei6 (2017)";"Roewe";"Volume";;"01.02.2017";"2017";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"BEV";;"Keine";"4ee5928d-98b9-458d-92e8-793c19751ca8";;;;"Roewe i6 (2017)"
"Roewe eRX5 (2017)";"Roewe";"Volume";;"01.06.2017";"2017";;"ausgelaufen";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"PHEV";;"Keine";"3b78ff17-2d78-4494-b8bd-086ac7aee100";;;;"Roewe RX3 (2018)|Roewe RX5 (2017)"
"Roewe eRX5 (2023)";"Roewe";"Volume";"Roewe RX5";"01.11.2022";"2023";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"PHEV";;"Keine";"d7b02d8a-1e0c-4c6f-beff-567d51ba34ba";;;;"Roewe RX5 (2023)"
"Roewe i5 (2019)";"Roewe";"Volume";;"01.11.2018";"2019";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"31c279c8-1dc4-475c-9d5a-044d413fb8b8";;;;
"Roewe i6 (2017)";"Roewe";"Volume";"Roewe i6";"01.02.2017";"2017";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"49deb935-ef0d-4896-b209-d3934a03d0d2";;;"Roewe ei6 (2017)";
"Roewe i6 Max (2021)";"Roewe";"Volume";"Roewe i6";"01.02.2021";"2021";"Facelift";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"af7e3b0a-4f4d-486e-b08d-65d3cfbd3f2b";;;"Roewe i6 Max EV (2021)";
"Roewe i6 Max EV (2021)";"Roewe";"Volume";"Roewe i6";"01.02.2021";"2021";"Facelift";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"BEV";;"Keine";"22a36097-ed86-4e8f-9baa-097db33ba6cb";;;;"Roewe i6 Max (2021)"
"Roewe i6 Plus (2020)";"Roewe";"Volume";"Roewe i6";"01.07.2019";"2020";"Facelift";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"ee09b14a-1950-430f-ae0f-ed628ada36f9";;;;
"Roewe iMax8 (2021)";"Roewe";"Volume";"Roewe iMax8";"01.10.2020";"2021";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"MPV";"MPV long";"ICE";;"Keine";"54592a34-74c1-40d5-8935-993baaa30d3c";;"Maxus G20 (2020)";"Roewe iMax8 EV (2023)";
"Roewe iMax8 EV (2023)";"Roewe";"Volume";"Roewe iMax8";"20.08.2022";"2023";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"MPV";"MPV long";"BEV";;"Keine";"ed62016c-acad-4c0a-8b4b-d77d5e8e93c7";;;;"Roewe iMax8 (2021)"
"Roewe Longmao (2022)";"Roewe";"Volume";;"01.03.2022";"2022";"Facelift";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"PHEV";;"Keine";"634a89f9-e051-443b-8ff1-ef0efaa2cd6e";;;;"Roewe RX3 Pro (2022)"
"Roewe Marvel X (2019)";"Roewe";"Volume";;"30.09.2018";"2019";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"BEV";;"Keine";"bbac811f-61b2-4705-8e5e-dd95dac7fdab";;;;
"Roewe RX3 (2018)";"Roewe";"Volume";"Roewe RX3";"01.12.2017";"2018";;"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"78e8927f-90e2-4ae4-88f6-866b281fe5e3";;;"Roewe eRX5 (2017)";
"Roewe RX3 Pro (2022)";"Roewe";"Volume";"Roewe RX3";"01.05.2021";"2022";"Facelift";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"0e901d16-20cf-4fa5-ba23-095b625a2ba8";;;"Roewe Longmao (2022)";
"Roewe RX5 (2017)";"Roewe";"Volume";"Roewe RX5";"06.07.2016";"2017";;"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"dacc868d-56ae-4b9b-a560-39969d7a850c";;;"Roewe eRX5 (2017)";
"Roewe RX5 (2023)";"Roewe";"Volume";"Roewe RX5";"01.11.2022";"2023";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"cceb8ea9-7e4b-4838-8793-3f3298b60fa9";;;"Roewe eRX5 (2023)";
"Roewe RX5 eMax (2022)";"Roewe";"Volume";"Roewe RX5";"01.04.2022";"2022";"Facelift";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"PHEV";;"Keine";"57d2560b-6970-4e03-8885-2b3204252fb6";;;;
"Roewe RX5 Max (2020)";"Roewe";"Volume";"Roewe RX5";"01.08.2019";"2020";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"50a5a769-859b-4652-bd19-6aab9776a4f8";;;;
"Roewe RX5 Plus (2021)";"Roewe";"Volume";"Roewe RX5";"01.06.2020";"2021";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"767e7906-6634-442e-bc5e-e035d8638120";;;;
"Roewe RX8 (2019)";"Roewe";"Volume";;"27.03.2018";"2019";;"aktuell";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"dc120dc4-9194-41cf-8d79-2f5cc009a12c";;;;
"Roewe RX9 (2023)";"Roewe";"Volume";;"01.03.2023";"2023";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"369c7f3f-73cc-493c-a181-b4cc74526ced";;;;
"Roewe W5 (2012)";"Roewe";"Volume";;"01.01.2011";"2012";;"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";;"ICE";;"Keine";"2353c4cc-8caf-49e2-a9db-a7c7f4a7f28e";;;;
"Roewe Whale / Jing (2022)";"Roewe";"Volume";;"01.03.2022";"2022";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Fastback";"ICE";;"Keine";"06d90a35-b17d-4a88-a992-f58fc0f49c09";;;;
"Rolls Royce Cullinan (2019)";"Rolls Royce";"Luxury";;"01.01.2019";"2019";"Neuentwicklung";"aktuell";"E (Luxusklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"6e285431-a8e5-4413-bebd-458758c69529";;;;
"Rolls Royce Dawn (2017)";"Rolls Royce";"Luxury";"Rolls Royce Dawn";"01.04.2016";"2017";;"aktuell";"E (Luxusklasse)";"Cabriolet/Roadster";"Cabriolet";"ICE";;"Keine";"ffba0cb5-0778-482c-8ba8-1550293b5005";;;;
"Rolls Royce Ghost (2010)";"Rolls Royce";"Luxury";"Rolls Royce Ghost";"01.04.2009";"2010";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"c44f42e6-cd9b-47b6-ae18-43fa26337aa4";;;;
"Rolls Royce Ghost (2015)";"Rolls Royce";"Luxury";"Rolls Royce Ghost";"01.01.2014";"2015";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"7df909ac-da00-4c0c-af46-84502079951b";;;;
"Rolls Royce Ghost (2021)";"Rolls Royce";"Luxury";"Rolls Royce Ghost";"01.01.2021";"2021";"Neuentwicklung";"aktuell";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"c9f6e72a-c4f1-4fc6-bd7b-dd8c178b4454";;;;
"Rolls Royce Phantom (2003)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"03.01.2003";"2003";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"29096dcc-bb84-4730-85ef-c9c4e054713a";;;;
"Rolls Royce Phantom (2009)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2009";"2009";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"80690b47-e206-401d-a34b-d91cfbe7054b";;;;
"Rolls Royce Phantom (2013)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2012";"2013";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"f60bb8cc-fda6-4038-b05b-5302323b7458";;;;
"Rolls Royce Phantom (2018)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2018";"2018";;"aktuell";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"98412e23-647a-40d0-869c-96119eae8070";;;;
"Rolls Royce Phantom Coupe (2009)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2008";"2009";;"ausgelaufen";"E (Luxusklasse)";"Coupe";"Coupe Saloon";"ICE";;"Keine";"66c6e0a5-c404-4dce-8af1-b1b0dd6c2ef0";;;;
"Rolls Royce Phantom Coupe (2013)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2012";"2013";;"ausgelaufen";"E (Luxusklasse)";"Coupe";"Coupe Saloon";"ICE";;"Keine";"a2b188b5-5f4a-4384-b7cb-caad4bd5a3fc";;;;
"Rolls Royce Phantom Drophead Coupe (2007)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2006";"2007";;"ausgelaufen";"E (Luxusklasse)";"Cabriolet/Roadster";"Cabriolet";"ICE";;"Keine";"8bb85896-9b0f-4999-b367-7e2fcb9a8a7a";;;;
"Rolls Royce Phantom Drophead Coupe (2013)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2012";"2013";;"ausgelaufen";"E (Luxusklasse)";"Cabriolet/Roadster";"Cabriolet";"ICE";;"Keine";"e9876602-4b5c-43ee-9ca4-cc17894c79c7";;;;
"Rolls Royce Phantom EWB (2005)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2005";"2005";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"832e462c-bd97-4666-a5e2-53f9139fc3af";;;;
"Rolls Royce Phantom EWB (2013)";"Rolls Royce";"Luxury";"Rolls Royce Phantom";"01.01.2012";"2013";;"ausgelaufen";"E (Luxusklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"2963a7e9-d0ed-4cf1-a5a3-295c196554b2";;;;
"Rolls Royce Spectre (2024)";"Rolls Royce";"Luxury";;"01.11.2023";"2024";"Neuentwicklung";"geplant";"E (Luxusklasse)";"Coupe";"Coupe Saloon";"BEV";;"Keine";"2802d32c-339e-4ec5-b553-f491a5bf5079";;;;
"Rolls Royce Wraith (2014)";"Rolls Royce";"Luxury";"Rolls Royce Wraith";"01.08.2013";"2014";;"aktuell";"E (Luxusklasse)";"Coupe";"Sedan Standard";"ICE";;"Keine";"28b8a47b-5c17-4443-88b9-355bed328597";;;;
"Ruilan 7 (2024)";"Ruilan";;;"01.08.2023";"2024";"Neuentwicklung";"geplant";"B (Mittelklasse)";"SUV / CUV";"SUV Fastback";"BEV";;"Keine";"7fe35205-3c58-4ff2-bca8-cd4cc8ea9ed7";;;;
"Samsung QM3 (2014)";"Samsung";"Volume";"Samsung QM3";"01.05.2013";"2014";;"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"61005f35-2357-4014-9f0e-98782254e199";"Renault Captur (2014)";;;
"Samsung QM3 (2019)";"Samsung";"Volume";"Samsung QM3";"01.10.2018";"2019";"Facelift";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"d761118e-6de2-4ce5-b733-e4f6ceb3051b";"Renault Captur (2018)";;;
"Samsung QM5 (2006)";"Samsung";"Volume";"Samsung QM5";"01.01.2006";"2006";;"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";;"ICE";;"Keine";"311a0a59-166b-4d8e-bbfc-0669c2e8e5ac";;"Renault Koleos (2009)";;
"Samsung QM5 (2015)";"Samsung";"Volume";"Samsung QM5";"01.01.2015";"2015";;"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";;"ICE";;"Keine";"2f336d03-d7e0-4af7-a199-75d1d9461424";;"Renault Koleos (2012)";;
"Samsung QM6 (2017)";"Samsung";"Volume";"Samsung QM6";"01.03.2017";"2017";;"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"22df4259-425c-48d2-b060-749e65986d7e";;"Renault Koleos (2017)";;
"Samsung SM3 (2003)";"Samsung";"Volume";"Samsung SM3";"01.01.2002";"2003";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"6a6a8d2e-f63e-4263-96a4-0455b819fc16";;"Renault Scala (2003)";;
"Samsung SM3 (2010)";"Samsung";"Volume";"Samsung SM3";"01.01.2010";"2010";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"7d6a878b-0e74-40be-9d0d-c06bf0b13e62";;"Renault Fluence (2010)";;
"Samsung SM3 (2016)";"Samsung";"Volume";"Samsung SM3";"01.10.2015";"2016";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"233ebdba-cf2c-4e10-abff-130493fd0226";;;"Samsung SM3 ZE (2013)";
"Samsung SM3 ZE (2013)";"Samsung";"Volume";"Samsung SM3";"01.01.2012";"2013";;"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"BEV";;"Keine";"f9fbfafa-dbe3-4ba0-b0f6-6a68dd696ab1";"Dongfeng Fengguang/Fengon E300 (2017)";"Renault Fluence Z.E. (2011)";;"Samsung SM3 (2016)"
"Samsung SM5 (2005)";"Samsung";"Volume";"Samsung SM5";"01.01.2005";"2005";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"673a955b-8f69-402c-aeb2-0a2f198243c7";;"Renault Safrane (2005)";;
"Samsung SM5 (2011)";"Samsung";"Volume";"Samsung SM5";"01.01.2010";"2011";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"5b854e4d-158c-4737-91d0-6c35b75c3ea0";"Renault Latitude (2011)";"Renault Safrane (2011)";;
"Samsung SM5 (2016)";"Samsung";"Volume";"Samsung SM5";"01.10.2015";"2016";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"24c8d9ca-4aba-4f81-aef3-b5b322350874";;;;
"Samsung SM6 (2017)";"Samsung";"Volume";"Samsung SM6";"01.03.2017";"2017";;"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"856c7d0e-ad4a-447b-9ebf-8465519d6e5b";;"Renault Talisman (2016)";;
"Samsung SM7 (2006)";"Samsung";"Volume";"Samsung SM7";"01.01.2005";"2006";;"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"32f0d593-cc03-4a8a-b1f3-257f50fc8db4";;;;
"Samsung SM7 (2012)";"Samsung";"Volume";"Samsung SM7";"16.08.2011";"2012";;"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"f9e8cb0a-7efe-435b-a91a-c8d65257c35e";;"Renault Talisman (2013)";;
"Samsung SM7 (2016)";"Samsung";"Volume";"Samsung SM7";"01.10.2015";"2016";;"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"b38dd5e9-a0ee-4232-a951-ac23616f485e";;;;
"Samsung XM3 (2020)";"Samsung";"Volume";;;"2020";"Neuentwicklung";"geplant";"A (Kompaktklasse)";"SUV / CUV";"SUV Fastback";"ICE";;"Keine";"08887c54-242a-4929-9cdd-b8f3aeed3fff";;"Renault Arkana (2020)";;
"Scion FR-S (2013)";"Scion";"Volume";;"01.04.2012";"2013";;"ausgelaufen";"A (Kompaktklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"0dd6b1da-f31e-413d-851e-e2339337c9df";;"Subaru BRZ (2013)|Toyota GT 86 (2013)";;
"Scion iA (2016)";"Scion";"Volume";"Scion iA";"01.09.2015";"2016";;"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"22960449-6e13-4ded-a3a2-6380771df6e2";;"Mazda 2 Sedan (2016)|Toyota Yaris R (2016)|Toyota Yaris Sedan (2016)";;
"Scion iM (2016)";"Scion";"Volume";"Scion iM";"01.09.2015";"2016";;"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"735e4faa-caf5-432b-a218-88680d036c63";;"Toyota Auris (2016)|Toyota Corolla Kurzheck (2016)";;
"Scion iQ (2011)";"Scion";"Volume";"Scion iQ";"01.01.2010";"2011";;"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";;"ICE";;"Keine";"7ede983b-1e77-4b88-89de-dbc55609624b";;"Toyota iQ (2009)";;
"Scion tC (2011)";"Scion";"Volume";"Scion tC";"01.10.2010";"2011";;"ausgelaufen";"A (Kompaktklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"13729d3c-661a-4992-b0b0-f74cb0085a27";;"Toyota Zelas (2012)";;
"Scion tC (2014)";"Scion";"Volume";"Scion tC";"01.01.2013";"2014";;"ausgelaufen";"A (Kompaktklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"580ee895-9d2a-47ac-914b-dc752dff7abb";;;;
"Scion xB (2008)";"Scion";"Volume";"Scion xB";"01.01.2007";"2008";;"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback high";"ICE";;"Keine";"cc1cbaec-1d1c-4c14-a0c5-b76c0e4aceb1";;"Toyota Corolla Rumion (2008)|Toyota Rukus (2008)";;
"Scion xD (2008)";"Scion";"Volume";"Scion xD";"01.01.2007";"2008";;"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"e31cbfd4-986c-4936-9019-111601a45987";;"Toyota ist (2008)";;
"Seat 600 D (1963)";"Seat";"Volume";"Seat 600";"01.01.1963";"1963";"Facelift";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"f06583c4-4a00-43a7-bf4f-48f79defd8d3";;;;
"Seat 600 E (1969)";"Seat";"Volume";"Seat 600";"01.01.1969";"1969";"Facelift";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"28165ff0-a5c2-45ac-9de0-41ac3ee2de06";;;;
"Seat 600 L (1972)";"Seat";"Volume";"Seat 600";"01.01.1972";"1972";"Facelift";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"ebaa123d-9ceb-4ace-b7e3-607cc449355f";;;;
"Seat 600 N (1958)";"Seat";"Volume";"Seat 600";"01.09.1957";"1958";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"b12822ad-a186-42a9-a08e-65967cdb378b";;;;
"Seat Alhambra (1997)";"Seat";"Volume";"Seat Alhambra";"01.01.1996";"1997";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"MPV";"MPV long";"ICE";"SE418/0EU_K";"Keine";"444c2560-6923-4113-bd38-a6c3958d976f";;"Volkswagen Sharan (1996)";;
"Seat Alhambra (2001)";"Seat";"Volume";"Seat Alhambra";"30.05.2000";"2001";"Facelift";"ausgelaufen";"B (Mittelklasse)";"MPV";"MPV long";"ICE";"SE418/0EU_K";"Keine";"ebca5a70-d838-4f88-8f3f-31f037c8ef1d";;"Volkswagen Sharan (2001)";;
"Seat Alhambra (2011)";"Seat";"Volume";"Seat Alhambra";"01.10.2010";"2011";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"MPV";"MPV long";"ICE";"SE428/0EU_K";"Keine";"0b08ef5b-ac62-41b8-a564-0cd87643ed22";;"Volkswagen Sharan (2011)";;
"Seat Alhambra (2016)";"Seat";"Volume";"Seat Alhambra";"17.08.2015";"2016";"Facelift";"ausgelaufen";"B (Mittelklasse)";"MPV";"MPV long";"ICE";"SE428/0EU_K1";"Keine";"77b35efa-a0a9-45f6-9b66-fc21801b6c0e";;"Volkswagen Sharan (2016)";;
"Seat Altea (2005)";"Seat";"Volume";"Seat Altea";"02.03.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";"Hatchback high";"ICE";"SE350/8EU_K";"Keine";"0da21bbc-c0ef-49ba-881d-758885cf1389";;;;
"Seat Altea (2009)";"Seat";"Volume";"Seat Altea";"01.02.2009";"2009";"Facelift";"ausgelaufen";"A (Kompaktklasse)";"MPV";"Hatchback high";"ICE";"SE350/8EU_K";"Keine";"55081349-1298-44d6-85fd-881280cfd0a1";;;;
"Seat Altea Freetrack (2008)";"Seat";"Volume";"Seat Altea";"01.07.2007";"2008";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";"Hatchback high";"ICE";"SE350/9EU_KA";"Keine";"0c6cfcce-3ba7-4582-a6c9-3a3947d633ae";;;;"Seat Altea XL (2005)"
"Seat Altea XL (2005)";"Seat";"Volume";"Seat Altea";"01.02.2005";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";"Hatchback high";"ICE";"SE350/9EU_K";"Keine";"fb7765b7-f087-4361-a60a-da0184f6e70a";;;"Seat Altea Freetrack (2008)";
"Seat Arona (2018)";"Seat";"Volume";"Seat Arona";"30.10.2017";"2018";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"CUV";"ICE";"SE216/0EU_K";"Keine";"f5459bcd-0230-4af9-b570-95a82432a158";;;"Seat Arona TGI (2019)";
